20090316,25,260,208
20090317,18,278,229
20090319,12,290,228
20090320,29,319,244
20090321,29,348,244
20090322,29,377,244
20090323,3,380,241
20090324,5,385,244
20090325,3,388,244
20090329,5,393,229
20090331,5,398,229
20090402,10,408,235
20090403,10,418,236
20090411,3,421,208
20090412,3,424,208
20090413,10,434,224
20090414,5,439,224
20090417,8,447,216
20090419,3,450,218
20090506,2,452,195
20090512,4,456,189
20090519,7,463,169
20091109,10,473,0
20091110,10,483,0
20091111,20,503,90
20091112,30,533,0
20091114,5,538,0
20091116,51,589,0
20091117,69,658,0
20091118,18,676,0
20091119,51,727,0
20091121,10,737,0
20091122,18,755,0
20091123,3,758,0
20091124,8,766,0
20091128,4,770,196
20091130,3,773,183
20091201,8,781,183
20091215,10,791,71
20091218,5,796,221
20091219,5,801,221
20091220,15,816,224
20091221,20,836,241
20091222,18,854,251
20091230,3,857,216
